ENTRY,NAME,FORMULA
C17574,2-epi-Streptamine,C6H14N2O4
C17575,Actinamine,C8H18N2O4
C17576,3-Keto-scyllo-inosamine,C6H11NO5
C17577,myo-Inosose-5,C6H10O6
C17578,neo-Inosamine-2,C6H13NO5
C17579,Hygromycin A,C23H29NO12
C17580,2-Deoxy-scyllo-inosamine,C6H13NO4
C17581,"3-Amino-2,3-dideoxy-scyllo-inosose",C6H11NO4
C17582,2'-N-Acetylparomamine,C14H27N3O8
C17583,6'-Dehydro-6'-oxoparomamine,C12H23N3O7
C17584,Xylostasin,C17H34N4O10
C17585,Butirosin A,C21H41N5O12
C17586,Butirosin B,C21H41N5O12
C17587,2'''-N-Acetyl-6'''-deamino-6'''-hydroxyneomycin C,C25H47N5O15
C17588,6'''-Deamino-6'''-hydroxyneomycin C,C23H45N5O14
C17589,6'''-Deamino-6'''-oxoneomycin C,C23H43N5O14
C17590,Catechin,C15H14O6
C17591,(S)-Corytuberine,C19H21NO4
C17592,Laudanine,C20H25NO4
C17593,Uncarine A,C21H24N2O4
C17594,Uncarine B,C21H24N2O4
C17595,Uncarine C,C21H24N2O4
C17596,Uncarine D,C21H24N2O4
C17597,Uncarine E,C21H24N2O4
C17598,Uncarine F,C21H24N2O4
C17599,Methylarbutin,C13H18O7
C17600,Multiflorin B,C27H30O15
C17601,2(5H)-Furanone,C4H4O2
C17602,2(3H)-Furanone,C4H4O2
C17603,Kikkanol A,C15H26O3
C17604,Kikkanol B,C15H24O2
C17605,Kikkanol C,C15H24O3
C17606,Kikkanol D,C15H26O3
C17607,Kikkanol E,C15H24O3
C17608,Kikkanol F,C15H26O3
C17609,Chrysantherol,C15H22O2
C17610,Chrysanthetriol,C15H26O3
C17611,Chrysanthemol,C10H18O
C17612,Indicumenone,C15H24O3
C17613,Handelin,C32H40O8
C17614,1-Octen-3-ol-3-o-beta-D-xylopyranosyl(1->6)-beta-D-glucopyranoside,C19H34O10
C17615,Kukoamine A,C28H42N4O6
C17616,Kukoamine B,C28H42N4O6
C17617,Kukoamine C,C28H42N4O6
C17618,Kukoamine D,C28H42N4O6
C17619,10-(beta-Dimethylaminopropionyl)phenothiazine,C17H18N2OS
C17620,Epomediol,C10H18O3
C17621,(6E)-8-Hydroxygeraniol,C10H18O2
C17622,(6E)-8-Oxogeranial,C10H14O2
C17623,(-)-Pulegone,C10H16O
C17624,Cinnamtannin A1,C45H38O18
C17625,Cinnamtannin A2,C60H50O24
C17626,Cinnamtannin A3,C75H62O30
C17627,Prenyl diphosphate,
C17628,Prenol,
C17629,Cinnamtannin B2,C60H48O24
C17631,Cinnamtannin B1,C45H36O18
C17632,Cinnamtannin D1,C45H36O18
C17633,Cinnamtannin D2,C60H48O24
C17634,Schizonepetoside A,C16H26O7
C17635,Schizonepetoside B,C16H26O7
C17636,Schizonepetoside C,C16H26O7
C17637,Schizonepetoside D,C16H26O7
C17638,Schizonepetoside E,C16H28O8
C17639,Procyanidin B2,C30H26O12
C17640,Procyanidin B5,C30H26O12
C17641,Cinncassiol C3,C20H30O7
C17642,Cinncassiol C2,C20H28O6
C17643,Cinncassiol C1,C20H28O7
C17644,Ursocholate,C24H40O5
C17645,Cinncassiol A,C20H30O7
C17646,12-Epideoxycholic acid,C24H40O4
C17647,alpha-Muricholate,C24H40O5
C17648,Cinncassiol B,C20H32O8
C17649,Hyocholate,C24H40O5
C17650,Vulpecholate,C24H40O5
C17651,alpha-Phocaecholic acid,C24H40O6
C17652,Cinncassiol D1,C20H32O5
C17653,Cinncassiol D2,C20H32O6
C17654,beta-Phocaecholate,C24H40O5
C17655,Cinncassiol D3,C20H32O6
C17656,Cinncassiol D4,C20H32O5
C17657,Bitocholate,C24H40O5
C17658,Isolithocholate,C24H40O3
C17659,Cinncassiol E,C20H30O8
C17660,Isochenodeoxycholate,C24H40O4
C17661,Isodeoxycholate,C24H40O4
C17662,Isoursodeoxycholate,C24H40O4
C17663,3-Phenylpropyl acetate,C11H14O2
C17664,Allochenodeoxycholate,C24H40O4
C17665,2-Phenylpropyl acetate,C11H14O2
C17666,1-Phenylpropyl acetate,C11H14O2
C17667,Avicholate,C24H40O5
C17668,Haemulcholate,C24H40O5
C17669,Chryso-obtusin,C19H18O7
C17670,Aurantio-obtusin,C17H14O7
C17671,Norrubrofusarin,C14H10O5
C17672,Torachrysone,C14H14O4
C17673,Toralactone,C15H12O5
C17674,Cassiaside B2,C39H52O25
C17675,Neocarthamin,C21H22O11
C17676,Cryptomeridiol,C15H28O2
C17677,Eudesobovatol B,C33H44O4
C17678,Magnoloside A,C29H36O15
C17679,Magnoloside B,C35H46O20
C17680,Magnoloside C,C41H56O25
C17682,Neoarctin A,C42H46O12
C17683,Neoarctin B,C42H46O12
C17684,Lappaol A,C30H32O9
C17685,Lappaol B,C31H34O9
C17686,Lappaol C,C30H34O10
C17687,Allodeoxycholate,C24H40O4
C17688,Aluminum acetoacetate,(C4H5O3)3. Al
C17689,Ursodeoxycholoyl-CoA,C45H74N7O19P3S
C17690,4-(4-Hydroxyphenyl)-2-butanol,C10H14O2
C17691,2-epi-5-epi-Valiolone,C7H12O6
C17692,2-epi-5-epi-Valiolone 7-phosphate,C7H13O9P
C17693,5-epi-Valiolone 7-phosphate,C7H13O9P
C17694,5-epi-Valiolone,C7H12O6
C17695,2-Keto-5-epi-valiolone,C7H10O6
C17696,Valienone,C7H10O5
C17697,Valienone 7-phosphate,C7H11O8P
C17698,Salbostatin,C13H23NO8
C17699,Cetoniacytone A,C9H11NO5
C17700,Validoxylamine A,C14H25NO8
C17701,Gentamicin A2,C17H33N3O11
C17702,Gentamicin X2,C19H38N4O10
C17703,Antibiotic G-418,C20H40N4O10
C17704,Antibiotic JI-20A,C19H39N5O9
C17705,Antibiotic JI-20B,C20H41N5O9
C17706,Gentamicin C2b,C20H41N5O7
C17707,Lividomycin A,C29H55N5O18
C17708,Fortimicin A,C17H35N5O6
C17709,Fortimicin B,C15H32N4O5
C17710,Sannamycin A,C17H35N5O5
C17711,Sannamycin B,C15H32N4O4
C17712,Paromomycin II,C23H45N5O14
C17713,dl-alpha-Tocopheryl sodium phosphate,C29H50NaO5P
C17714,Heptanoic acid,C7H14O2
C17715,Undecanoic acid,C11H22O2
C17716,Dehydrofalcarinol,C17H22O
C17717,"5-Phenyl-1,3-pentadiyne",C11H8
C17718,Sulfamethoxazole sodium,C10H11N3O3S. Na
C17719,Tenitramine,C10H20N6O12
C17720,Difenpiramide,C19H16N2O
C17721,Vinyl ether,C4H6O
C17722,Narcobarbital,C11H15BrN2O3
C17723,Metabutethamine,C13H20N2O2
C17724,Ethadione,C7H11NO3
C17725,Heptabarbital,C13H18N2O3
C17726,beta-Muricholate,C24H40O5
C17727,omega-Muricholate,C24H40O5
C17728,Idanpramine,C24H29N3O4
C17729,Nicofetamide,C20H18N2O
C17730,Piperidione,C9H15NO2
C17731,Sodium folinate,C20H22N7O7. Na
C17732,Magnesium peroxide,MgO2
C17733,7-Oxateasterone,C28H48O5
C17734,Acetoxolone,C32H48O5
C17735,7-Oxatyphasterol,C28H48O5
C17737,Allocholic acid,C24H40O5
C17740,p-Coumaroyl-diketide-CoA,C32H44N7O19P3S
C17741,Feruloyl-diketide-CoA,C33H46N7O20P3S
C17742,Demethoxycurcumin,C20H18O5
C17743,Bisdemethoxycurcumin,C19H16O4
C17744,"1-(4-Hydroxyphenyl)-1-decene-3,5-dione",C16H20O3
C17745,"1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione",C16H20O4
C17746,1-Dehydro-[6]-gingerdione,C17H22O4
C17747,5-Hydroxy-1-(4-hydroxyphenyl)-3-decanone,C16H24O3
C17748,"1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone",C16H24O4
C17749,Curcumin monoglucoside,C27H30O11
C17750,Curcumin diglucoside,C33H40O16
C17751,cyclo-Dopa 5-O-glucoside,C15H19NO9
C17752,cyclo-Dopa-glucuronylglucoside,C21H27NO15
C17753,Dopaxanthin quinone,C18H16N2O8
C17754,3-Methoxytyramine-betaxanthin,C18H20N2O6
C17755,Dopamine quinone,C8H9NO2
C17756,2-Descarboxy-cyclo-dopa,C8H9NO2
C17757,2-Descarboxy-betanidin,C17H17N2O6
C17758,"4,5-seco-Dopa",C9H11NO6
C17759,1-O-Feruloyl-beta-D-glucose,C16H20O9
C17760,Senegin III,C75H112O35
C17761,Senegin IV,C81H122O39
C17762,Homoplantaginin,C22H22O11
C17763,6-Hydroxyluteolin 7-glucoside,C21H20O12
C17764,Glabric acid,C30H46O5
C17765,Licoricone,C22H22O6
C17766,Condurangogenin C,C32H44O7
C17767,Condurangogenin A,C32H42O7
C17768,Condurango glycoside A0,C59H88O22
C17769,Condurango glycoside C,C53H80O17
C17770,Sarcostin,C21H34O6
C17771,Lithospermoside,C14H19NO8
C17772,Gambiriin A1,C30H28O12
C17773,Gambiriin A2,C30H28O12
C17774,Gambiriin A3,C30H28O12
C17775,Gambiriin B1,C30H26O11
C17776,Gambiriin B2,C30H26O11
C17777,Gambiriin B3,C30H26O11
C17778,Isobarbaloin,C21H22O9
C17779,Aloinoside A,C27H32O13
C17780,Aloinoside B,C27H32O13
C17781,2''-o-p-Coumaroylaloesin,C28H28O11
C17782,"3,5-Dimethoxyallylbenzene",C11H14O2
C17783,Capillanol,C12H14O
C17784,Pectolinarigenin,C17H14O6
C17785,Cirsimaritin,C17H14O6
C17786,6-Demethoxycapillarisin,C15H10O6
C17787,Arcapillin,C18H16O8
C17788,Eupatolitin,C17H14O8
C17789,Capillartemisin A,C19H24O4
C17790,Dehydrocorydaline,C22H24NO4
C17791,Cycloaraloside C,C41H68O14
C17792,Cycloaraloside F,C47H78O19
C17793,Isoastragaloside I,C45H72O16
C17794,Isoastragaloside II,C43H70O15
C17795,Capillartemisin B,C19H24O4
C17796,Norcapillene,C11H8
C17797,Astragaloside I,C45H72O16
C17798,Astragaloside II,C43H70O15
C17799,Astragaloside IV,C41H68O14
C17800,Astragaloside V,C47H78O19
C17801,Astragaloside VI,C47H78O19
C17802,Astragaloside VII,C47H78O19
C17803,Dimethyl suberate,C10H18O4
C17804,Clematichinenoside A,C52H84O20
C17805,Clematichinenoside B,C70H114O35
C17806,Clematichinenoside C,C70H114O34
C17807,Huzhongoside B,C64H104O29
C17808,Clemaphenol A,C20H22O6
C17809,Polygonimitin B,C21H22O9
C17810,Citreorosein,C15H10O6
C17811,Questinol,C16H12O6
C17812,Lappaol D,C31H36O10
C17813,Activin A,
C17814,Gomisin B,C28H34O9
C17815,Civetol,C17H32O
C17816,Gomisin D,C28H34O10
C17817,Gomisin E,C28H34O9
C17818,Gomisin F,C28H34O9
C17819,Gomisin G,C30H32O9
C17820,Gomisin H,C23H30O7
C17821,"2,4,5-Trimethoxy-1-allylbenzene",C12H16O3
C17822,"3,4,5-Trimethoxytoluene",C10H14O3
C17823,"2,4,5-Trimethoxytoluene",C10H14O3
C17824,(+/-)-Asarinol A,C10H14O2
C17825,(+/-)-Asarinol B,C10H14O3
C17826,Hexahydrocurcumin,C21H26O6
C17827,Hydroxy-gamma-sanshool,C18H27NO2
C17828,Protojujuboside A,C64H106O32
C17829,Protojujuboside B,C58H96O27
C17830,Protojujuboside B1,C58H96O27
C17831,Jujuboside A,C58H94O26
C17832,Jujuboside B,C52H84O21
C17833,Jujuboside C,C59H96O27
C17834,Spinosin,C28H32O15
C17835,Swertisin,C22H22O10
C17836,6''-Feruloylspinosin,C38H40O18
C17837,Isospinosin,C28H32O15
C17838,Visamminol,C15H16O5
C17839,Terrestriamide,C18H17NO5
C17840,Dehydrozingerone,C11H12O3
C17841,Dahurinol,C30H48O5
C17842,Acerinol,C30H46O5
C17843,Norvisnagin,C12H8O4
C17844,(+)-Demethoxyaschantin,C21H22O6
C17845,(+)-Aschantin,C22H24O7
C17846,alpha-Asaron,C12H16O3
C17847,Magnosalin,C24H32O6
C17848,Biondinin A,C21H26O6
C17849,Biondinin B,C22H28O7
C17850,Biondinin C,C19H24O3
C17851,Biondinin D,C19H24O3
C17852,Biondinin E,C23H30O7
C17853,Senkyunolide,C12H16O2
C17854,Butylphthalide,C12H14O2
C17855,Coniferyl ferulate,C20H20O6
C17856,Atractylodinol,C13H10O2
C17857,Acetylatractylodinol,C15H12O3
C17858,Atractyloside A,C21H36O10
C17859,Atractyloside B,C21H38O10
C17860,Atractyloside C,C21H36O7
C17861,Atractyloside D,C27H46O12
C17862,Atractyloside E,C32H54O16
C17863,Atractyloside F,C37H62O20
C17864,Atractyloside G,C21H36O8
C17865,Atractyloside H,C32H54O17
C17866,Atractyloside I,C27H44O13
C17867,Cyclomorusin,C25H22O6
C17868,Morusinol,C25H26O7
C17869,Sanggenon A,C25H24O7
C17870,Sanggenon B,C33H30O9
C17871,Sanggenon E,C45H44O12
C17872,Corynantheine,C22H26N2O3
C17873,2-Hydroxytetracosanoic acid,C24H48O3
C17874,Uncaric acid A,C20H22N2O4
C17875,Sedanonic acid lactone,C12H16O2
C17877,Dioxation,C12H26O6P2S4
C17878,Eucommiol,C9H16O4
C17879,Nigakinone,C15H10N2O3
C17880,Cryptocyanin,C25H25N2. I
C17881,Zhebeinine,C27H45NO3
C17882,Peiminoside,C33H55NO8
C17883,4-Vinylguaiacol,C9H10O2
C17884,3beta-Hydroxyatractylon,C15H20O2
C17885,Atractylenolide I,C15H18O2
C17886,Atractylenolide II,C15H20O2
C17887,Atractylenolide III,C15H20O3
C17888,Eriojaposide A,C24H38O11
C17889,Eriojaposide B,C25H40O11
C17890,Euscaphic acid,C30H48O5
C17891,Cryptogenin,C27H42O4
C17892,Arecatannin B1,C45H38O18
C17893,Arecatannin A2,C60H50O24
C17894,Arecatannin A1,C45H38O18
C17895,Arecatannin A3,C75H62O30
C17896,Arecatannin B2,C75H62O30
C17897,Arecatannin C1,C45H38O18
C17898,Sinactine,C20H21NO4
C17899,Isosinomenine,C19H23NO4
C17900,Menisdaurilide,C8H8O3
C17901,Simiarenol,C30H50O
C17902,Ephedroxane,C11H13NO2
C17903,(+)-N-Methylpseudoephedrine,C11H17NO
C17904,alpha-Allokainic acid,C10H15NO4
C17905,Cannabisin A,C34H30N2O8
C17906,Cannabisin B,C34H32N2O8
C17907,Cannabisin C,C35H34N2O8
C17908,Cannabisin D,C36H36N2O8
C17909,Cannabisin E,C36H38N2O9
C17910,Cannabisin F,C36H36N2O8
C17911,Cannabisin G,C36H36N2O8
C17912,Isozaluzanin C,C15H18O3
C17913,Isodehydrocostus lactone,C15H18O2
C17914,Nootkatone,C15H22O
C17915,Nootkatol,C15H24O
C17916,Coixinden A,C11H10O3
C17917,Coixinden B,C13H14O4
C17918,Scabraside,C40H44O20
C17919,Rindoside,C35H42O21
C17920,Dihydroabietic acid,C20H32O2
C17921,Scopoloside I,C45H72O20
C17922,Scopoloside II,C39H62O15
C17925,Nordephrine,C9H13NO3
C17926,2-Pyridinemethanamine,C6H8N2
C17927,Thiazolylethylamine,C5H8N2S
C17928,2-Methylhistamine,C6H11N3
C17929,4-Methylhistamine,C6H11N3
C17930,Dimaprit,C6H15N3S
C17931,Imetit,C6H10N4S
C17932,Immepip,C9H15N3
C17933,Thioperamide,C15H24N4S
C17934,Clobenpropit,C14H17ClN4S
C17935,Cysteinyldopa,C12H16N2O6S
C17936,Phaeomelanin,
C17937,Eumelanin,C16H8N2O4R2
C17938,"5,6-Indolequinone-2-carboxylic acid",C9H5NO4
C17939,10-Hydroxycamptothecin,C20H16N2O5
C17940,Rhizocticin B,C16H31N6O7P
C17941,2-Oxo-4-phosphonobutanoate,C4H7O6P
C17942,FR 900098,C5H12NO5P
C17943,Formylphosphonate,CH3O4P
C17944,Rhizocticin A,C11H22N5O6P
C17945,Phosphonoformyl-CMP,C10H15N3O12P2
C17946,Carboxyphosphonopyruvate,C4H5O7P
C17947,2-Phosphinomethylmalate,C5H9O7P
C17948,Deamino-alpha-keto-demethylphosphinothricin,C4H7O5P
C17949,N-Acetyldemethylphosphinothricin,C6H12NO5P
C17950,N-Acetyldemethylphosphinothricin tripeptide,C12H22N3O7P
C17951,N-Acetylbialaphos,C13H24N3O7P
C17952,N-Acetylphosphinothricin,C7H14NO5P
C17953,(5S)-Albaflavenol,C15H24O
C17954,Albaflavenone,C15H22O
C17955,(5R)-Albaflavenol,C15H24O
C17956,Grandifloric acid,C20H30O3
C17957,Irigenin,C18H16O8
C17958,Irisflorentin,C20H18O8
C17959,alpha-L-Rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol,C67H112O16P2
C17960,Rhizocticin C,C17H33N6O7P
C17961,Rhizocticin D,C17H33N6O7P
C17962,Demethylphosphinothricin,C4H10NO4P
C17963,Colchicoside,C27H33NO11
C17964,Pilocarpidine,C10H14N2O2
C17965,trans-Lachnophyllol,C10H12O
C17966,Shionone,C30H50O
C17967,Bluensidine,C8H16N4O6
C17968,Kasugamycin,C14H25N3O9
C17969,Minosaminomycin,C25H46N8O10
C17970,Spenolimycin,C15H26N2O7
C17971,Fortimicin FU-10,C12H24N2O9
C17972,Fortimicin AO,C13H27N3O8
C17973,Fortimicin KL1,C13H28N4O7
C17974,Fortimicin KK1,C14H30N4O7
C17975,Fortimicin AP,C14H30N4O5
C17976,Fortimicin KH,C15H32N4O5
C17977,Fortimicin KR,C15H32N4O5
C17978,1-epi-Fortimicin B,C15H32N4O5
C17979,Formimidoyl-fortimicin A,C18H36N6O6
C17980,1-Epidactimicin,C18H36N6O6
C17981,Istamycin FU-10,C12H24N2O8
C17982,Istamycin AO,C13H27N3O7
C17983,Istamycin KL1,C13H28N4O6
C17984,Istamycin AP,C13H28N4O4
C17985,Istamycin Y0,C14H30N4O4
C17986,Istamycin X0,C14H30N4O4
C17987,Istamycin A1,C18H35N5O6
C17988,Istamycin A2,C18H36N6O6
C17989,Istamycin A3,C18H36N6O5
C17990,Istamycin B0,C15H32N4O4
C17991,Istamycin B,C17H35N5O5
C17992,Istamycin B1,C18H35N5O6
C17993,Istamycin B3,C18H36N6O5
C17994,Istamycin C0,C16H34N4O4
C17995,Istamycin C,C18H37N5O5
C17996,Istamycin C1,C19H37N5O6
C17997,Oxyapramycin,C21H41N5O12
C17998,Saccharocin,C21H40N4O12
C17999,6-O-Glc-paromamine,C18H35N3O12
C18000,Nebramycin factor 4,C19H38N6O11
C18001,Nebramycin 5',C19H38N6O10
C18002,5-Ribosylparomamine,C17H33N3O11
C18003,Lividomycin B,C23H45N5O13
C18004,5''-Phosphoribostamycin,C17H35N4O13P
C18005,gamma-L-Glutamyl-butirosin B,C26H48N6O15
C18006,gamma-L-Glutamyl-[acp],C5H8NO3SR
C18007,4-Aminobutyryl-[acp],C4H8NOSR
C18008,4-(gamma-L-Glutamylamino)butanoyl-[acp],C9H15N2O4SR
C18009,4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp],C9H15N2O5SR
C18010,Deltorphin A,C44H62N10O10S2
C18011,"7-Hydroxy-6-methylhepta-3,5-dienal",C8H12O2
C18012,Flaviolin,C10H6O5
C18013,"3,3'-Biflaviolin",C20H10O10
C18014,"3,8'-Biflaviolin",C20H10O10
C18015,Momilactone A,C20H26O3
C18016,"3beta-Hydroxy-9beta-pimara-7,15-diene-19,6beta-olide",C20H28O3
C18017,"1,6-Dihydrocarveol",C10H18O
C18018,Dihydrocarvone,C10H16O
C18019,1-Hydroxy-p-menth-8-en-2-one,C10H16O2
C18020,"p-Menth-8-ene-1,2-diol",C10H18O2
C18021,Pheophorbide a,C35H36N4O5
C18022,Red chlorophyll catabolite,C35H38N4O7
C18023,Sophoraflavanone B,C20H20O5
C18024,Leachianone G,C20H20O6
C18025,(+)-Menthofuran,C10H14O
C18026,(2S)-Ethylmalonyl-CoA,C26H42N7O19P3S
C18027,"(4R,7S)-7-Isopropyl-4-methyloxepan-2-one",C10H18O2
C18028,"L-Fucono-1,5-lactone",C6H10O5
C18029,"dTDP-3-oxo-2,6-dideoxy-D-glucose",C16H24N2O14P2
C18030,"dTDP-2,6-dideoxy-D-kanosamine",C16H27N3O13P2
C18031,dTDP-D-angolosamine,C18H31N3O13P2
C18032,"dTDP-4-oxo-2,3,6-trideoxy-D-glucose",C16H24N2O13P2
C18033,"dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose",C16H27N3O12P2
C18034,dTDP-D-forosamine,C18H31N3O12P2
C18035,"dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose",C17H26N2O14P2
C18036,Strigolactone ABC-rings,C14H18O3
C18037,5-Deoxystrigol,C19H22O5
C18038,7alpha-Hydroxypregnenolone,C21H32O3
C18039,Aldosterone hemiacetal,C21H28O5
C18040,5alpha-Dihydrodeoxycorticosterone,C21H32O3
C18041,5alpha-Pregnan-20alpha-ol-3-one,C21H34O2
C18042,"5alpha-Pregnane-3alpha,20alpha-diol",C21H36O2
C18043,Cholesterol sulfate,C27H46O4S
C18044,3beta-Hydroxypregn-5-en-20-one sulfate,C21H32O5S
C18045,7alpha-Hydroxydehydroepiandrosterone,C19H28O3
C18046,Biotinyl-[protein],C17H27N5O4SR2
C18047,Carboxybiotinyl-[protein],C18H26N5O6SR2
C18048,N-Succinyl-L-citrulline,C10H17N3O6
C18049,N-Acyl-L-homoserine lactone,C5H6NO3R
C18050,beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate,C12H23O14P
C18051,Chrysanthemyl diphosphate,C10H20O7P2
C18052,Lavandulyl diphosphate,C10H20O7P2
C18053,Sophoraflavanone G,C25H28O6
C18054,2-Amino-2-deoxyisochorismate,C10H11NO5
C18055,N-Acetyl-alpha-D-hexosamine 1-phosphate,C8H16NO9P
C18056,N-Desmethylzolmitriptan,C15H19N3O2
C18058,1D-myo-Inositol bisdiphosphate tetrakisphosphate,
C18059,"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol",C52H85N3O13P2
C18060,N-Acetyl-alpha-D-galactosamine 1-phosphate,C8H16NO9P
C18061,N-Acyl-L-homoserine,C5H8NO4R
C18062,TRIBOA-glucoside,C14H17NO10
C18063,C-13(2)-Carboxypyropheophorbide a,C34H34N4O5
C18064,Pyropheophorbide a,C33H34N4O3
C18066,7-Isopropyl-4-methyloxepan-2-one,C10H18O2
C18067,"6-Hydroxy-3,7-dimethyloctanoate",C10H20O3
C18068,beta-D-Fructofuranosyl-alpha-D-mannopyranoside,C12H22O11
C18069,"N1,N5,N10-Tricoumaroyl spermidine",C34H37N3O6
C18070,"N1,N5,N10-Tricaffeoyl spermidine",C34H37N3O9
C18071,"N1,N5,N10-Triferuloyl spermidine",C37H43N3O9
C18072,"N1,N5,N10-Tri(hydroxyferuloyl) spermidine",C37H43N3O12
C18073,"N1,N5-Di(hydroxyferuloyl)-N10-sinapoyl spermidine",C38H45N3O12
C18075,"11beta,17beta-Dihydroxy-4-androsten-3-one",C19H28O3
C18076,5'-Phosphoguanylyl(3'->5')guanosine,C20H26N10O15P2
C18077,Methylenedioxycinnamic acid,C10H8O4
C18078,Ayapin,C10H6O4
C18079,Isoscopoletin,C10H8O4
C18080,Osthenol,C14H14O3
C18081,Sphondin,C12H8O4
C18082,Isobergapten,C12H8O4
C18083,Demethylsuberosin,C14H14O3
C18084,Isobergaptol,C11H6O4
C18085,6-Hydroxyangelicin,C11H6O4
C18086,2'-Hydroxy caffeic acid,C8H7O3R
C18087,2'-Hydroxyferulic acid,C9H9O3R
C18088,2'-Hydroxy-MDCA,C9H7O3R
C18089,"2',4'-Dihydroxycinnamic acid",C8H7O2R
C18090,Tricaine,C9H11NO2
C18091,Ethylnitronate,C2H4NO2
C18092,dTDP-L-ristosamine,C16H27N3O13P2
C18093,Iopodic acid,C12H13I3N2O2
C18094,UDP-L-arabinofuranose,C14H22N2O16P2
C18095,Deltorphin B,C38H54N8O10
C18096,D-Allulose 6-phosphate,C6H13O9P
C18097,Deltorphin C,C37H52N8O10
C18098,Primary fluorescent chlorophyll catabolite,C35H40N4O7
C18099,"1,2,3,7,8-Pentachlorodibenzodioxin",C12H3Cl5O2
C18100,"1,2,3,4,7,8-Hexachlorodibenzodioxin",C12H2Cl6O2
C18101,"1,2,3,6,7,8-Hexachlorodibenzodioxin",C12H2Cl6O2
C18102,"1,2,3,7,8,9-Hexachlorodibenzodioxin",C12H2Cl6O2
C18103,"1,2,3,4,6,7,8-Heptachlorodibenzodioxin",C12HCl7O2
C18104,"2,3,7,8-Tetrachlorodibenzofuran",C12H4Cl4O
C18105,"1,2,3,7,8-Pentachlorodibenzofuran",C12H3Cl5O
C18106,"2,3,4,7,8-Pentachlorodibenzofuran",C12H3Cl5O
C18107,"1,2,3,4,7,8-Hexachlorodibenzofuran",C12H2Cl6O
C18108,"1,2,3,7,8,9-Hexachlorodibenzofuran",C12H2Cl6O
C18109,"1,2,3,6,7,8-Hexachlorodibenzofuran",C12H2Cl6O
C18110,"2,3,4,6,7,8-Hexachlorodibenzofuran",C12H2Cl6O
C18111,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",C12HCl7O
C18112,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",C12HCl7O
C18113,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",C12Cl8O
C18114,"3,4,4',5-Tetrachlorobiphenyl",C12H6Cl4
C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",C12H4Cl6
C18116,"2,3,4,3',4'-Pentachlorobiphenyl",C12H5Cl5
C18117,"2,3,4,4',5-Pentachlorobiphenyl",C12H5Cl5
C18118,"2,3',4,4',5-Pentachlorobiphenyl",C12H5Cl5
C18119,"2,3',4,4',5'-Pentachlorobiphenyl",C12H5Cl5
C18120,"2,3,3',4,4',5-Hexachlorobiphenyl",C12H4Cl6
C18121,"2,3,3',4,4',5'-Hexachlorobiphenyl",C12H4Cl6
C18122,"2,3',4,4',5,5'-Hexachlorobiphenyl",C12H4Cl6
C18123,"2,3,3',4,4',5,5'-Heptachlorobiphenyl",C12H3Cl7
C18124,Endrin,C12H8Cl6O
C18125,1-Acyl-sn-glycero-3-phosphoserine,C7H13NO9PR
C18126,1-Acyl-sn-glycero-3-phosphoglycerol,C7H14O9PR
C18127,beta-Funaltrexamine,C25H30N2O6
C18128,Naltrindole,C26H26N2O3
C18129,Monolysocardiolipin,C12H19O16P2R3
C18130,Norbinaltorphimine,C40H43N3O6
C18131,Geranyl-hydroxybenzoate,C17H22O3
C18132,3''-Hydroxy-geranylhydroquinone,C16H22O3
C18133,Deoxyshikonin,C16H16O4
C18134,Dihydroechinofuran,C16H18O3
C18135,Dihydroshikonofuran,C16H20O3
C18136,2''-Adenylylgentamicin A,C28H48N9O16P
C18137,"2,2',4,4',5,5'-Hexabromodiphenyl ether",C12H4Br6O
C18138,"2,2',4,4',5,6'-Hexabromodiphenyl ether",C12H4Br6O
C18139,"2,2',3,3',4',5,6'-Heptabromodiphenyl ether",C12H3Br7O
C18140,"2,2',3,4,4',5',6-Heptabromodiphenyl ether",C12H3Br7O
C18141,Pentachlorobenzene,C6HCl5
C18142,Perfluorooctanesulfonic acid,C8HF17O3S
C18143,Perfluorooctylsulfonyl fluoride,C8F18O2S
C18144,Metiram,
C18145,trans-Nonachlor,C10H5Cl9
C18146,Oxychlordane,C10H4Cl8O
C18147,Esfenvalerate,C25H22ClNO3
C18148,Octachlorostyrene,C8Cl8
C18149,Tributyltin oxide,C24H54OSn2
C18150,n-Butylbenzene,C10H14
C18151,7(1)-Hydroxychlorophyll a,C55H72MgN4O6
C18152,3-Vinylbacteriochlorophyllide a,C35H36MgN4O5
C18153,3-Hydroxyethylbacteriochlorophyllide a,C35H38MgN4O6
C18154,3-Hydroxyethylchlorophyllide a,C35H36MgN4O6
C18155,Bacteriochlorophyllide a,C35H36MgN4O6
C18156,Bacteriochlorophyllide b,C35H34MgN4O6
