"Gene ID","Organism","Genomic Location (Gene)","Product Description","Gene Name or Symbol","Entrez Gene ID","UniProt ID(s)"
"AAEL022702","Aedes aegypti LVP_AGWG","NIGP01002103:50,947..51,455(+)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110681406,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022703","Aedes aegypti LVP_AGWG","AaegL5_3:322,563,626..322,565,281(-)","unspecified product","N/A","110679188","N/A"
"AAEL022704","Aedes aegypti LVP_AGWG","AaegL5_3:178,942,416..178,961,290(+)","unspecified product","N/A","110678819","N/A"
"AAEL022705","Aedes aegypti LVP_AGWG","NIGP01000687:14,599..16,082(-)","unspecified product","N/A","110680596","N/A"
"AAEL022706","Aedes aegypti LVP_AGWG","AaegL5_1:145,701,755..145,704,711(-)","unspecified product","N/A","110677932","N/A"
"AAEL022707","Aedes aegypti LVP_AGWG","NIGP01000184:86,348..86,674(-)","unspecified product","N/A","110680288","N/A"
"AAEL022708","Aedes aegypti LVP_AGWG","NIGP01001725:81,755..82,434(+)","Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:Q17N54]","N/A","110681134,5566844","Q17N54"
"AAEL022709","Aedes aegypti LVP_AGWG","NIGP01000268:78,529..80,161(-)","unspecified product","N/A","110680372","N/A"
"AAEL022710","Aedes aegypti LVP_AGWG","AaegL5_1:17,404,329..17,404,970(+)","unspecified product","N/A","110674762","N/A"
"AAEL022711","Aedes aegypti LVP_AGWG","AaegL5_1:152,107,761..152,108,630(-)","unspecified product","N/A","110678350","N/A"
"AAEL022712","Aedes aegypti LVP_AGWG","AaegL5_1:23,523,485..23,524,341(+)","unspecified product","N/A","110674796","A0A0P6IW59"
"AAEL022713","Aedes aegypti LVP_AGWG","NIGP01001770:34,398..39,369(+)","unspecified product","N/A","5568728","Q173M9"
"AAEL022714","Aedes aegypti LVP_AGWG","AaegL5_3:130,152,891..130,154,031(+)","unspecified product","N/A","110677643","N/A"
"AAEL022715","Aedes aegypti LVP_AGWG","AaegL5_1:154,736,578..154,737,563(-)","unspecified product","N/A","110678570","N/A"
"AAEL022716","Aedes aegypti LVP_AGWG","AaegL5_2:216,467,549..216,526,724(+)","unspecified product","N/A","5578264","Q17F83"
"AAEL022717","Aedes aegypti LVP_AGWG","AaegL5_2:424,571,176..424,572,314(+)","unspecified product","N/A","110677036","N/A"
"AAEL022718","Aedes aegypti LVP_AGWG","AaegL5_3:260,001,632..260,401,056(-)","unspecified product","N/A","5571100","N/A"
"AAEL022719","Aedes aegypti LVP_AGWG","AaegL5_2:5,115,721..5,116,096(+)","unspecified product","N/A","110675695","N/A"
"AAEL022720","Aedes aegypti LVP_AGWG","AaegL5_2:152,998,317..153,022,969(-)","unspecified product","N/A","110676130","N/A"
"AAEL022721","Aedes aegypti LVP_AGWG","AaegL5_1:305,915,244..305,917,155(+)","unspecified product","N/A","110674231","N/A"
"AAEL022722","Aedes aegypti LVP_AGWG","AaegL5_2:174,152,686..174,158,338(-)","unspecified product","N/A","110676211","N/A"
"AAEL022723","Aedes aegypti LVP_AGWG","NIGP01001442:16..1,866(+)","unspecified product","N/A","5565735","N/A"
"AAEL022724","Aedes aegypti LVP_AGWG","NIGP01002049:6,643..22,122(-)","unspecified product","N/A","110681375","N/A"
"AAEL022725","Aedes aegypti LVP_AGWG","AaegL5_2:147,264,129..147,274,388(+)","unspecified product","N/A","5564232,5564232","A0A1S4F6S7,Q0IFU0"
"AAEL022726","Aedes aegypti LVP_AGWG","AaegL5_2:355,466,524..355,476,916(-)","unspecified product","N/A","110676873","Q16H27"
"AAEL022727","Aedes aegypti LVP_AGWG","AaegL5_2:329,093,607..329,094,324(-)","unspecified product","N/A","5570631","N/A"
"AAEL022728","Aedes aegypti LVP_AGWG","AaegL5_1:299,787,249..299,787,448(-)","unspecified product","N/A","110674204","N/A"
"AAEL022729","Aedes aegypti LVP_AGWG","AaegL5_2:188,063,088..188,093,629(+)","unspecified product","N/A","5575938","N/A"
"AAEL022730","Aedes aegypti LVP_AGWG","AaegL5_2:69,035,487..69,036,115(-)","unspecified product","N/A","110675631","N/A"
"AAEL022731","Aedes aegypti LVP_AGWG","AaegL5_3:236,854,886..236,922,070(-)","unspecified product","N/A","5571171","A0A1S4FKM6,Q16XH8"
"AAEL022732","Aedes aegypti LVP_AGWG","AaegL5_1:283,696,920..283,699,374(+)","unspecified product","N/A","5569885","N/A"
"AAEL022733","Aedes aegypti LVP_AGWG","NIGP01001046:35,890..38,004(-)","unspecified product","N/A","110680885","N/A"
"AAEL022734","Aedes aegypti LVP_AGWG","AaegL5_1:215,452,060..215,689,779(-)","unspecified product","N/A","5574622","N/A"
"AAEL022735","Aedes aegypti LVP_AGWG","AaegL5_1:80,451,666..80,463,782(-)","unspecified product","N/A","5566491","A0A1S4FAN9,Q17A18,Q1DGJ2"
"AAEL022736","Aedes aegypti LVP_AGWG","AaegL5_2:464,264,083..464,280,273(+)","unspecified product","N/A","110677219","N/A"
"AAEL022737","Aedes aegypti LVP_AGWG","AaegL5_2:305,560,933..305,561,273(-)","unspecified product","N/A","110675737","N/A"
"AAEL022738","Aedes aegypti LVP_AGWG","AaegL5_3:16,086,390..16,087,634(-)","unspecified product","N/A","110678387","N/A"
"AAEL022739","Aedes aegypti LVP_AGWG","NIGP01000377:17,237..33,611(-)","unspecified product","N/A","110680421","Q0IF51"
"AAEL022740","Aedes aegypti LVP_AGWG","AaegL5_2:202,559,246..202,559,798(+)","unspecified product","N/A","110675500","N/A"
"AAEL022741","Aedes aegypti LVP_AGWG","NIGP01002131:5..844(-)","unspecified product","N/A","110681422","N/A"
"AAEL022742","Aedes aegypti LVP_AGWG","AaegL5_1:103,567,226..103,567,955(+)","unspecified product","N/A","110674469","N/A"
"AAEL022743","Aedes aegypti LVP_AGWG","AaegL5_1:27,539,116..27,719,216(+)","unspecified product","N/A","5573724","N/A"
"AAEL022744","Aedes aegypti LVP_AGWG","AaegL5_1:287,602,454..287,602,727(-)","unspecified product","N/A","110674170","N/A"
"AAEL022745","Aedes aegypti LVP_AGWG","AaegL5_3:341,245,496..341,245,998(-)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110679779,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022746","Aedes aegypti LVP_AGWG","AaegL5_3:165,383,595..165,384,914(+)","unspecified product","N/A","110679479","N/A"
"AAEL022747","Aedes aegypti LVP_AGWG","AaegL5_3:90,464,434..90,465,294(-)","unspecified product","N/A","110678761","N/A"
"AAEL022748","Aedes aegypti LVP_AGWG","AaegL5_1:272,123,029..272,126,695(-)","unspecified product","N/A","5573055","A0A1S4FPQ3,Q16TG5"
"AAEL022749","Aedes aegypti LVP_AGWG","NIGP01001287:17,943..24,605(+)","unspecified product","N/A","110680954","N/A"
"AAEL022750","Aedes aegypti LVP_AGWG","AaegL5_2:179,368,025..179,557,276(-)","unspecified product","N/A","110676235","N/A"
"AAEL022751","Aedes aegypti LVP_AGWG","AaegL5_3:341,338,787..341,339,295(+)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110679781,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022752","Aedes aegypti LVP_AGWG","NIGP01000602:10,312..10,804(+)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110680539,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022753","Aedes aegypti LVP_AGWG","AaegL5_2:161,581,487..161,582,143(+)","unspecified product","N/A","110676170","N/A"
"AAEL022754","Aedes aegypti LVP_AGWG","AaegL5_2:159,636,587..159,637,174(+)","unspecified product","N/A","110676162","N/A"
"AAEL022755","Aedes aegypti LVP_AGWG","AaegL5_3:341,940,184..341,940,640(+)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110677865,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022756","Aedes aegypti LVP_AGWG","AaegL5_1:152,350,018..152,350,537(+)","unspecified product","N/A","110678366","N/A"
"AAEL022757","Aedes aegypti LVP_AGWG","AaegL5_2:108,064,582..108,107,968(+)","unspecified product","N/A","5574066","A0A0N8ES37,Q16RM8,Q1HQV3"
"AAEL022758","Aedes aegypti LVP_AGWG","AaegL5_3:260,864,009..260,865,276(+)","unspecified product","N/A","110678163","N/A"
"AAEL022759","Aedes aegypti LVP_AGWG","AaegL5_3:69,351,590..69,356,032(-)","unspecified product","N/A","110678866","N/A"
"AAEL022760","Aedes aegypti LVP_AGWG","AaegL5_1:10,501,815..10,502,448(+)","unspecified product","N/A","110674738","N/A"
"AAEL022761","Aedes aegypti LVP_AGWG","AaegL5_3:365,114,266..365,115,392(-)","unspecified product","N/A","110678912","N/A"
"AAEL022762","Aedes aegypti LVP_AGWG","AaegL5_1:232,990,391..232,990,888(-)","unspecified product","N/A","110674027","N/A"
"AAEL022763","Aedes aegypti LVP_AGWG","AaegL5_3:341,107,941..341,108,391(+)","Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]","N/A","110678359,5578467,5578471,5578499,5578784,5578785,5579077,5579080,5579082","Q16IE4"
"AAEL022764","Aedes aegypti LVP_AGWG","AaegL5_3:101,818,530..101,819,154(+)","unspecified product","N/A","110677769","N/A"
"AAEL022765","Aedes aegypti LVP_AGWG","NIGP01000602:63,994..64,400(+)","Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]","N/A","110680534,5578467,5578471,5578499,5578784,5578785,5579077,5579080,5579082","Q16IE4"
"AAEL022766","Aedes aegypti LVP_AGWG","AaegL5_3:161,200,832..161,201,308(+)","unspecified product","N/A","110677923","N/A"
"AAEL022767","Aedes aegypti LVP_AGWG","AaegL5_1:203,789,678..203,790,052(-)","unspecified product","N/A","5565254","N/A"
"AAEL022768","Aedes aegypti LVP_AGWG","AaegL5_3:403,763,267..403,763,959(-)","unspecified product","N/A","110679836","N/A"
"AAEL022769","Aedes aegypti LVP_AGWG","NIGP01000761:10,838..35,500(-)","Organic cation transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FT25]","N/A","110680643","A0A1S4FT25"
"AAEL022770","Aedes aegypti LVP_AGWG","AaegL5_2:229,865,176..229,865,677(-)","unspecified product","N/A","110676444","N/A"
"AAEL022771","Aedes aegypti LVP_AGWG","AaegL5_1:103,494,977..103,525,253(-)","unspecified product","N/A","5569685","N/A"
"AAEL022772","Aedes aegypti LVP_AGWG","AaegL5_2:436,776,340..436,777,466(+)","unspecified product","N/A","110677117","N/A"
"AAEL022773","Aedes aegypti LVP_AGWG","AaegL5_2:241,281,307..241,323,394(-)","unspecified product","N/A","5571149","N/A"
"AAEL022774","Aedes aegypti LVP_AGWG","AaegL5_1:45,490,968..45,491,763(+)","unspecified product","N/A","110675614","N/A"
"AAEL022775","Aedes aegypti LVP_AGWG","AaegL5_1:94,036,357..94,073,723(-)","unspecified product","N/A","5570596","Q16KX2"
"AAEL022776","Aedes aegypti LVP_AGWG","AaegL5_2:180,985,794..180,987,287(-)","unspecified product","N/A","110675155","N/A"
"AAEL022777","Aedes aegypti LVP_AGWG","AaegL5_1:11,458,472..11,459,075(+)","unspecified product","N/A","110674743","N/A"
"AAEL022778","Aedes aegypti LVP_AGWG","AaegL5_3:147,197,655..147,198,211(+)","unspecified product","N/A","110679472","N/A"
"AAEL022779","Aedes aegypti LVP_AGWG","AaegL5_3:154,448,443..154,496,675(+)","unspecified product","N/A","110678614","N/A"
"AAEL022780","Aedes aegypti LVP_AGWG","AaegL5_3:102,924,908..102,934,938(-)","unspecified product","N/A","110678841","A0A1S4FHH2"
"AAEL022781","Aedes aegypti LVP_AGWG","AaegL5_2:206,120,841..206,181,417(+)","unspecified product","N/A","110676332","N/A"
"AAEL022782","Aedes aegypti LVP_AGWG","AaegL5_2:265,186,572..266,031,105(-)","unspecified product","N/A","5572932","N/A"
"AAEL022783","Aedes aegypti LVP_AGWG","AaegL5_2:124,015,067..124,015,686(+)","unspecified product","N/A","5565980","N/A"
"AAEL022784","Aedes aegypti LVP_AGWG","AaegL5_2:447,433,459..447,434,427(+)","unspecified product","N/A","110677162","N/A"
"AAEL022785","Aedes aegypti LVP_AGWG","NIGP01001180:14,874..15,321(-)","unspecified product","N/A","5568242","N/A"
"AAEL022786","Aedes aegypti LVP_AGWG","AaegL5_1:242,042,586..242,069,678(+)","unspecified product","N/A","5564808","A0A0P6J1C9,A0A1S4G2G6,Q16FU8"
"AAEL022787","Aedes aegypti LVP_AGWG","AaegL5_1:307,170,445..307,176,629(+)","unspecified product","N/A","110674238","Q17CA5"
"AAEL022788","Aedes aegypti LVP_AGWG","AaegL5_2:89,439,011..89,439,548(-)","unspecified product","N/A","110677271","N/A"
"AAEL022789","Aedes aegypti LVP_AGWG","NIGP01000709:15,711..28,724(-)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110680610,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022790","Aedes aegypti LVP_AGWG","AaegL5_3:152,925,199..152,926,392(-)","unspecified product","N/A","110677686","N/A"
"AAEL022791","Aedes aegypti LVP_AGWG","AaegL5_1:246,698,535..246,699,311(-)","unspecified product","N/A","110674061","N/A"
"AAEL022792","Aedes aegypti LVP_AGWG","NIGP01000860:5,675..19,820(-)","unspecified product","N/A","110680769","N/A"
"AAEL022793","Aedes aegypti LVP_AGWG","AaegL5_2:470,920,851..471,148,298(-)","unspecified product","N/A","5567332","N/A"
"AAEL022794","Aedes aegypti LVP_AGWG","AaegL5_2:446,101,611..446,104,108(-)","unspecified product","N/A","110677146","N/A"
"AAEL022795","Aedes aegypti LVP_AGWG","AaegL5_2:221,130,509..221,133,263(-)","unspecified product","N/A","5567699","Q176S7"
"AAEL022796","Aedes aegypti LVP_AGWG","AaegL5_2:26,059,789..26,060,697(-)","unspecified product","N/A","110675399","N/A"
"AAEL022797","Aedes aegypti LVP_AGWG","AaegL5_3:60,399,180..60,400,917(-)","unspecified product","N/A","110677889","N/A"
"AAEL022798","Aedes aegypti LVP_AGWG","AaegL5_2:39,519,862..39,526,805(-)","unspecified product","N/A","110675476","N/A"
"AAEL022799","Aedes aegypti LVP_AGWG","NIGP01001828:9,100..10,369(+)","unspecified product","N/A","5567174","N/A"
"AAEL022800","Aedes aegypti LVP_AGWG","AaegL5_3:225,227,056..225,228,488(+)","unspecified product","N/A","110679040","N/A"
"AAEL022801","Aedes aegypti LVP_AGWG","AaegL5_2:281,110,183..281,110,680(+)","unspecified product","N/A","110676618","N/A"
"AAEL022802","Aedes aegypti LVP_AGWG","NIGP01001463:729..1,595(+)","unspecified product","N/A","110681010","N/A"
"AAEL022803","Aedes aegypti LVP_AGWG","NIGP01000612:4,459..7,168(+)","unspecified product","N/A","110680552","N/A"
"AAEL022804","Aedes aegypti LVP_AGWG","AaegL5_1:262,692,349..262,725,782(-)","unspecified product","N/A","110674096","N/A"
"AAEL022805","Aedes aegypti LVP_AGWG","NIGP01000859:48,009..55,570(-)","unspecified product","N/A","110680767","N/A"
"AAEL022806","Aedes aegypti LVP_AGWG","AaegL5_1:102,067,109..102,224,222(-)","unspecified product","N/A","5580055","N/A"
"AAEL022807","Aedes aegypti LVP_AGWG","AaegL5_1:73,403,955..73,405,060(-)","unspecified product","N/A","110675309","N/A"
"AAEL022808","Aedes aegypti LVP_AGWG","AaegL5_3:341,231,376..341,231,980(+)","Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]","N/A","110679747,5575810,5578462,5578466,5578786,5579067,5579070,5579085","Q16N56"
"AAEL022809","Aedes aegypti LVP_AGWG","AaegL5_1:75,753,342..75,754,258(-)","unspecified product","N/A","5574756","N/A"
"AAEL022810","Aedes aegypti LVP_AGWG","NIGP01000622:22,272..29,292(-)","unspecified product","N/A","110680559","N/A"
"AAEL022811","Aedes aegypti LVP_AGWG","AaegL5_1:308,108,931..308,109,485(+)","unspecified product","N/A","110674245","N/A"
"AAEL022812","Aedes aegypti LVP_AGWG","AaegL5_3:295,063,192..295,080,866(-)","unspecified product","N/A","110679379","N/A"
"AAEL022813","Aedes aegypti LVP_AGWG","AaegL5_3:374,125,503..374,129,632(-)","unspecified product","N/A","110678593","N/A"
"AAEL022814","Aedes aegypti LVP_AGWG","NIGP01000602:56,299..56,809(+)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110680532,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022815","Aedes aegypti LVP_AGWG","AaegL5_2:124,396,161..124,408,128(+)","unspecified product","N/A","110675995","N/A"
"AAEL022816","Aedes aegypti LVP_AGWG","AaegL5_1:134,942,615..135,012,823(-)","unspecified product","N/A","110677194","N/A"
"AAEL022817","Aedes aegypti LVP_AGWG","AaegL5_1:146,033,289..146,034,139(+)","unspecified product","N/A","110677950","N/A"
"AAEL022818","Aedes aegypti LVP_AGWG","NIGP01000892:134,573..134,940(-)","unspecified product","N/A","110680780","N/A"
"AAEL022819","Aedes aegypti LVP_AGWG","AaegL5_3:195,301,819..195,357,803(+)","unspecified product","N/A","5578293","N/A"
"AAEL022820","Aedes aegypti LVP_AGWG","AaegL5_1:158,288,006..158,289,303(-)","unspecified product","N/A","110674291","N/A"
"AAEL022821","Aedes aegypti LVP_AGWG","AaegL5_2:240,636,447..240,636,996(-)","unspecified product","N/A","110676495","N/A"
"AAEL022822","Aedes aegypti LVP_AGWG","AaegL5_2:305,641,173..305,667,224(+)","unspecified product","N/A","110676705","N/A"
"AAEL022823","Aedes aegypti LVP_AGWG","AaegL5_1:41,098,363..41,099,003(+)","unspecified product","N/A","110674405","Q175Z8"
"AAEL022824","Aedes aegypti LVP_AGWG","AaegL5_3:341,643,329..341,643,905(-)","unspecified product","N/A","110678220","N/A"
"AAEL022825","Aedes aegypti LVP_AGWG","AaegL5_2:461,619,546..461,620,247(-)","unspecified product","N/A","110676107","N/A"
"AAEL022826","Aedes aegypti LVP_AGWG","AaegL5_3:146,747,977..146,748,581(+)","unspecified product","N/A","110679646","N/A"
"AAEL022827","Aedes aegypti LVP_AGWG","NIGP01001672:10,408..16,034(-)","unspecified product","N/A","110681096,5565238","Q16FG9"
"AAEL022828","Aedes aegypti LVP_AGWG","AaegL5_3:49,203,016..49,208,006(+)","unspecified product","N/A","110677703","N/A"
"AAEL022829","Aedes aegypti LVP_AGWG","AaegL5_2:107,011,733..107,028,132(+)","unspecified product","N/A","110675894","N/A"
"AAEL022830","Aedes aegypti LVP_AGWG","AaegL5_3:226,796,940..226,797,226(+)","unspecified product","N/A","110677823","N/A"
"AAEL022831","Aedes aegypti LVP_AGWG","AaegL5_1:295,648,644..295,649,341(-)","unspecified product","N/A","110674193","N/A"
"AAEL022832","Aedes aegypti LVP_AGWG","NIGP01000244:15,952..17,266(+)","unspecified product","N/A","110680346","N/A"
"AAEL022833","Aedes aegypti LVP_AGWG","AaegL5_2:202,731,629..202,895,551(-)","unspecified product","N/A","110676317","N/A"
"AAEL022834","Aedes aegypti LVP_AGWG","AaegL5_2:389,875,013..389,876,627(+)","unspecified product","N/A","110676955","N/A"
"AAEL022835","Aedes aegypti LVP_AGWG","AaegL5_2:428,819,816..428,833,936(-)","unspecified product","N/A","110677061","N/A"
"AAEL022836","Aedes aegypti LVP_AGWG","AaegL5_2:70,950,459..70,951,650(-)","unspecified product","N/A","110675638","N/A"
"AAEL022837","Aedes aegypti LVP_AGWG","AaegL5_2:419,131,723..419,142,946(+)","unspecified product","N/A","110677024","N/A"
"AAEL022838","Aedes aegypti LVP_AGWG","AaegL5_2:166,905,760..166,906,650(-)","unspecified product","N/A","110675404","N/A"
"AAEL022839","Aedes aegypti LVP_AGWG","AaegL5_1:23,567,430..23,568,558(+)","unspecified product","N/A","110674041","N/A"
"AAEL022840","Aedes aegypti LVP_AGWG","AaegL5_2:327,648,371..327,649,577(+)","unspecified product","N/A","110675807","Q16KL7"
"AAEL022841","Aedes aegypti LVP_AGWG","AaegL5_3:223,295,127..223,296,133(-)","unspecified product","N/A","110677633","N/A"
"AAEL022842","Aedes aegypti LVP_AGWG","AaegL5_2:474,398,963..474,402,445(-)","unspecified product","N/A","110677258","N/A"
"AAEL022843","Aedes aegypti LVP_AGWG","NIGP01000819:15,289..15,938(+)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","5568655,5578465,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022844","Aedes aegypti LVP_AGWG","AaegL5_2:372,075,643..372,208,160(+)","unspecified product","N/A","5569442","N/A"
"AAEL022845","Aedes aegypti LVP_AGWG","AaegL5_2:177,534,220..177,582,164(+)","unspecified product","N/A","5574268","A0A1S4G395,Q16F22,Q16R85"
"AAEL022846","Aedes aegypti LVP_AGWG","AaegL5_2:346,361,851..346,362,097(-)","unspecified product","N/A","110676834","N/A"
"AAEL022847","Aedes aegypti LVP_AGWG","AaegL5_2:35,737,917..35,805,718(-)","unspecified product","N/A","110675450","N/A"
"AAEL022848","Aedes aegypti LVP_AGWG","AaegL5_2:55,338,551..55,338,985(-)","unspecified product","N/A","110675369","N/A"
"AAEL022849","Aedes aegypti LVP_AGWG","AaegL5_3:405,773,820..405,790,265(+)","unspecified product","N/A","5568577","Q17M61"
"AAEL022850","Aedes aegypti LVP_AGWG","AaegL5_2:379,260,052..379,269,123(+)","unspecified product","N/A","110675218","N/A"
"AAEL022851","Aedes aegypti LVP_AGWG","AaegL5_1:145,017,132..145,018,068(+)","unspecified product","N/A","110677896","N/A"
"AAEL022852","Aedes aegypti LVP_AGWG","AaegL5_1:170,042,014..170,052,939(-)","unspecified product","N/A","110674296","N/A"
"AAEL022853","Aedes aegypti LVP_AGWG","AaegL5_3:24,435,856..24,436,495(+)","unspecified product","N/A","110679825","N/A"
"AAEL022854","Aedes aegypti LVP_AGWG","AaegL5_3:186,366,245..186,368,093(-)","unspecified product","N/A","110678134","N/A"
"AAEL022855","Aedes aegypti LVP_AGWG","AaegL5_1:24,271,687..24,284,671(+)","unspecified product","N/A","5567841","N/A"
"AAEL022856","Aedes aegypti LVP_AGWG","NIGP01002091:4,084..5,033(+)","unspecified product","N/A","110681397","N/A"
"AAEL022857","Aedes aegypti LVP_AGWG","NIGP01000154:103,461..105,265(-)","unspecified product","N/A","110680268,5566060","Q17B00"
"AAEL022858","Aedes aegypti LVP_AGWG","AaegL5_3:285,134,373..285,135,031(-)","unspecified product","N/A","110679323","N/A"
"AAEL022859","Aedes aegypti LVP_AGWG","AaegL5_1:246,009,530..246,016,632(-)","unspecified product","N/A","110674055","N/A"
"AAEL022860","Aedes aegypti LVP_AGWG","AaegL5_3:341,605,304..341,605,833(-)","Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]","N/A","110679427,5578464,5578468,5579069,5579078,5579087","Q17EF1"
